[07:59:40] 🔇 [quiet-window] 进入 pre_quiet，owner=1774712054103，fire_at=08:00:00
[08:00:05] 🔫 [quiet-window] 进入 fire_window，owner=1774712054103
[08:00:05] ⏰ [自动任务] 开始执行任务: 1774712054103
[08:00:05] 🕒 [时间对齐] server_offset=0.0s, base_run=2026-03-29 08:00:00, target_date=2026-03-31
[15:24:50] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:24:52] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:24:57] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:24:58] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:25:04] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:25:05] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:25:11] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:25:12] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:25:18] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:25:20] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:25:26] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:25:27] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:25:33] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:25:35] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:25:41] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:25:42] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:25:47] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:25:49] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:25:54] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:25:55] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:26:00] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:26:02] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:26:07] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:26:08] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:26:13] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:26:15] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:26:21] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:26:22] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:26:28] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:26:30] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:26:36] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:26:37] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:26:43] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:26:45] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:26:50] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:26:51] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:26:57] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:26:59] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:27:05] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:27:06] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:27:12] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:27:13] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:27:19] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:27:21] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:27:26] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:27:27] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:27:32] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:27:34] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:27:40] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:27:41] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:27:47] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:27:48] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:27:54] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:27:56] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:28:01] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:28:02] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:28:08] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:28:10] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:28:16] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:28:17] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:28:23] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:28:24] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:28:30] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:28:31] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:28:37] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:28:39] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:28:45] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:28:46] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:28:51] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:28:52] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:28:58] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:29:00] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:29:06] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:29:07] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:29:13] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:29:14] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:29:20] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:29:22] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:29:27] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:29:28] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:29:34] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:29:35] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:29:41] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:29:43] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:29:49] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:29:50] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:29:55] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:29:57] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:30:03] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:30:04] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:30:09] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:30:11] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:30:16] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:30:17] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:30:23] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:30:25] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:30:31] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:30:32] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:30:38] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:30:39] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:30:44] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:30:46] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:30:52] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:30:53] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:30:58] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:31:00] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:31:05] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:31:06] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:31:11] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:31:13] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:31:18] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:31:19] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:31:24] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:31:25] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:31:31] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:31:33] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:31:39] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:31:40] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:31:45] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:31:46] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:31:51] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:31:53] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:31:58] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:31:59] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:32:05] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:32:07] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:32:13] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:32:15] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:32:21] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:32:22] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:32:28] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:32:29] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:32:34] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:32:36] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:32:42] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:32:43] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:32:48] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:32:50] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:32:56] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:32:57] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:33:02] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:33:04] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:33:09] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:33:10] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:33:16] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:33:17] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:33:23] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:33:25] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:33:30] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:33:31] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:33:37] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:33:39] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:33:44] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:33:45] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:33:51] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:33:52] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:33:58] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:34:00] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[15:34:06] 🧩 [refill#1772093525261|auto] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[15:34:07] 🙈 [refill#1772093525261|auto] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
